resourceid,resourcename,resourceorganization,resourcetypeabbr,scheduledays,resourcetitle,ratecategory,step,rate_regular,rate_regular_night,rate_regular_sunday,rate_regular_sunday_night, rate_overtime, rate_overtime_night, rate_overtime_sunday_night
773-33-8752,"Lipsie, Demetrius ES SGT/T",66,PSS,Mon - Fri,Sergeant/Tech,LE-4T,5,40.18,44.2,50.23,54.24,60.27,64.29,74.33
814-02-9830,"Chorley, Sammy ES OFC",66,INT,Sat - Wed,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
955-75-0192,"Buresh, Benjamin ES OFC",66,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
019-46-7193,"Ricaud, Carmelo ES OFC",67,PSS,Wed - Sun,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
418-05-1108,"Skinner, Lynn ES OFC/T",67,INT,Sat - Wed,Officer/Tech,LE-1T,4,33.25,36.58,41.56,44.89,49.88,53.2,61.51
476-07-8365,"Sawyer, Neville ES OFC",67,PSS,Sat - Wed,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
531-06-4635,"Oneill, Adolfo ES SGT",67,PSS,Mon - Fri,Sergeant,LE-4,6,39.74,43.71,49.68,53.65,59.61,63.58,73.52
573-85-0975,"Fothergill, Sue ES OFC",67,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
105-01-9741,"Moses, Lucius ES SGT/T",68,PSS,Mon - Fri,Sergeant/Tech,LE-4T,6,42.13,46.34,52.66,56.88,63.2,67.41,77.94
228-01-2777,"Kukura, Fredrick ES SGT",68,PSS,Mon - Fri,Sergeant,LE-4,10,47.08,51.79,58.85,63.56,70.62,75.33,87.1
318-62-8384,"Marshall, Charles ES OFC",68,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
381-31-6905,"Mency, Isidro ES SGT/T",68,PSS,Wed - Sun,Sergeant/Tech,LE-4T,11,51.85,57.03,64.81,69.99,77.77,82.96,95.92
406-14-7503,"Delgado, Jon ES CHIEF",68,PSS,Wed - Sun,Chief,LE-11,10,74.51,81.96,93.14,100.59,74.51,81.96,100.59
606-91-2390,"Nolin, Alvaro ES OFC",68,INT,Sat - Wed,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
667-84-6149,"Russell, Dennis ES OFC/T",68,PSS,Mon - Fri,Officer/Tech,LE-1T,4,33.25,36.58,41.56,44.89,49.88,53.2,61.51
809-75-9213,"Barber, Gerald ES OFC",68,PSS,Sat - Wed,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
875-23-1022,"Scardino, Noah ES OFC",68,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
267-88-4979,"Stevenson, Leroy ES OFC/T",69,PSS,Mon - Fri,Officer/Tech,LE-1T,1,28.18,31,35.23,38.04,42.27,45.09,52.13
287-72-2728,"Keys, Ray ES OFC",69,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
360-13-4208,"Casey, Morris ES OFC/T",69,INT,Sat - Wed,Officer/Tech,LE-1T,13,48.47,53.32,60.59,65.43,72.71,77.55,89.67
590-48-1780,"Juarez, Percy ES OFC",69,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
876-60-0906,"Barrett, Robert ES OFC",69,PSS,Wed - Sun,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
948-55-1512,"Duggan, Wesley ES OFC",69,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
117-73-2877,"Rakich, Dave ES SGT",70,PSS,Mon - Fri,Sergeant,LE-4,4,36.07,39.68,45.09,48.69,54.11,57.71,66.73
219-08-6308,"Mcclenton, Curt ES SGT",70,PSS,Sat - Wed,Sergeant,LE-4,7,41.58,45.73,51.97,56.13,62.37,66.52,76.92
368-88-9101,"Lund, Jim ES OFC",70,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
500-77-0598,"Ridener, Yvonne ES OFC",70,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
530-09-6466,"Zinno, Cleveland ES OFC",70,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
751-34-9192,"Shields, Porfirio ES SGT/T",70,INT,Sat - Wed,Sergeant/Tech,LE-4T,6,42.13,46.34,52.66,56.88,63.2,67.41,77.94
839-60-4528,"Siravo, Nick ES OFC",70,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
630-06-6153,"Benningfield, Norris ES OFC",71,PSS,Wed - Sun,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
643-23-4165,"Terp, Micah ES CPT",71,PSS,Mon - Fri,Captain,LE-7,7,50.31,55.34,62.89,67.92,50.31,55.34,67.92
663-63-2388,"Newman, Kevin ES OFC",71,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
736-24-2905,"Edmonds, Randall ES OFC",71,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
886-89-2506,"Ellis, Betty ES OFC",71,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
987-01-0386,"Renard, Delbert ES OFC",71,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
145-15-9328,"Field, Dillon ES OFC",72,INT,Sat - Wed,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
576-31-4462,"Tajudeen, Samantha ES OFC",72,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
785-19-9723,"Ballato, Sheldon ES OFC/T",72,PSS,Wed - Sun,Officer/Tech,LE-1T,9,41.7,45.87,52.13,56.3,62.55,66.72,77.15
913-02-2799,"Modlin, Alfred ES OFC",72,INT,Sat - Wed,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
016-98-3311,"Mildon, Jon ES SGT",73,PSS,Mon - Fri,Sergeant,LE-4,13,52.59,57.85,65.73,70.99,78.88,84.14,97.29
188-53-2601,"Molina, Coleman ES OFC",73,INT,Sat - Wed,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
349-75-1535,"Kresal, Carlo ES OFC",73,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
456-25-0074,"Clay, Shannon ES OFC",73,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
484-71-8924,"Kirby, Rex ES SGT/T",73,INT,Sat - Wed,Sergeant/Tech,LE-4T,6,42.13,46.34,52.66,56.88,63.2,67.41,77.94
534-97-2044,"Kemp, Edmund ES LT",73,PSS,Mon - Fri,Lieutenant,LE-5,9,49.76,54.74,62.2,67.18,74.64,79.62,92.06
735-30-5274,"Everett, Vincenzo ES OFC",73,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
758-85-4892,"Farrell, Hosea ES OFC",73,INT,Sat - Wed,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
833-80-7413,"Laroe, Sherman ES OFC",73,INT,Sat - Wed,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
865-84-2531,"Grear, Enrique ES OFC/T",73,PSS,Mon - Fri,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
191-07-0163,"Hurtgen, Cole ES OFC/T",74,PSS,Mon - Fri,Officer/Tech,LE-1T,2,29.87,32.86,37.34,40.32,44.81,47.79,55.26
197-76-0001,"Orr, Loretta ES OFC/T",74,PSS,Wed - Sun,Officer/Tech,LE-1T,1,28.18,31,35.23,38.04,42.27,45.09,52.13
715-80-2150,"Pratt, Sharon ES OFC/T",74,INT,Sat - Wed,Officer/Tech,LE-1T,9,41.7,45.87,52.13,56.3,62.55,66.72,77.15
950-02-7849,"Andrade, Brant ES OFC",74,INT,Sat - Wed,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
274-40-1681,"Mcgarvie, Marjorie ES OFC",75,INT,Sat - Wed,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
339-30-4526,"Keilholz, Crystal ES OFC/T",75,PSS,Mon - Fri,Officer/Tech,LE-1T,7,38.32,42.15,47.9,51.73,57.48,61.31,70.89
476-33-2115,"Sayle, Kirk ES SGT",75,PSS,Mon - Fri,Sergeant,LE-4,5,37.91,41.7,47.39,51.18,56.87,60.66,70.13
503-96-6677,"Edwards, Joshua ES OFC",75,PSS,Wed - Sun,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
833-06-4206,"Garner, Billy ES OFC",75,INT,Sat - Wed,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
845-45-9285,"Ewing, Carmen ES SGT",75,PSS,Mon - Fri,Sergeant,LE-4,11,48.92,53.81,61.15,66.04,73.38,78.27,90.5
890-45-4990,"Olsen, Tuan ES SGT",75,PSS,Mon - Fri,Sergeant,LE-4,10,47.08,51.79,58.85,63.56,70.62,75.33,87.1
904-51-9513,"Schlossman, Darnell ES OFC",75,PSS,Sat - Wed,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
093-06-1568,"Bickers, Charles ES LT",76,PSS,Mon - Fri,Lieutenant,LE-5,12,55.81,61.39,69.76,75.34,83.71,89.29,103.24
277-37-3652,"Bacon, Sandy ES OFC",76,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
337-07-5980,"Robison, Bradley ES OFC",76,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
650-29-6742,"Shepp, Lynn ES OFC/T",76,PSS,Mon - Fri,Officer/Tech,LE-1T,12,46.78,51.46,58.48,63.15,70.17,74.85,86.54
655-50-8851,"Davies, Coleman ES OFC/T",76,PSS,Mon - Fri,Officer/Tech,LE-1T,7,38.32,42.15,47.9,51.73,57.48,61.31,70.89
725-31-7553,"Holmes, Janet ES OFC",76,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
784-58-2496,"Baxter, Asa ES OFC/T",76,INT,Sat - Wed,Officer/Tech,LE-1T,5,34.94,38.43,43.68,47.17,52.41,55.9,64.64
937-38-0944,"Loxton, Derick ES SGT",76,PSS,Sat - Wed,Sergeant,LE-4,6,39.74,43.71,49.68,53.65,59.61,63.58,73.52
946-91-3745,"Browning, Arlie ES SGT",76,INT,Sat - Wed,Sergeant,LE-4,9,45.25,49.77,56.56,61.08,67.87,72.39,83.71
977-47-7457,"Vazquez, Jess ES OFC",76,PSS,Wed - Sun,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
052-60-3653,"Bramall, Shaun ES OFC",77,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
183-29-9654,"Tooles, Kirby ES CPT",77,PSS,Mon - Fri,Captain,LE-7,10,56.97,62.67,71.21,76.91,56.97,62.67,76.91
216-20-4207,"Mondy, Peggy ES OFC",77,INT,Sat - Wed,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
381-70-6417,"Burke, Christine ES SGT",77,PSS,Mon - Fri,Sergeant,LE-4,8,43.41,47.75,54.26,58.61,65.12,69.46,80.31
744-09-5948,"Mackey, Kareem ES OFC",77,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
802-81-5988,"Butler, Eugene ES OFC",77,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
809-04-5489,"Livermon, Darwin ES CPT",77,INT,Sat - Wed,Captain,LE-7,12,61.41,67.55,76.76,82.9,61.41,67.55,82.9
931-54-4669,"Vincent, Colin ES OFC",77,INT,Sat - Wed,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
983-26-2185,"Craig, Adolph ES OFC/T",77,PSS,Mon - Fri,Officer/Tech,LE-1T,9,41.7,45.87,52.13,56.3,62.55,66.72,77.15
140-42-4723,"Zarnick, Ross ES OFC",78,INT,Sat - Wed,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
304-51-5162,"Pevey, Josh ES OFC",78,INT,Sat - Wed,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
350-09-6146,"Rosado, Arnulfo ES OFC",78,PSS,Mon - Fri,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
357-98-6509,"Watson, Theresa ES OFC",78,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
473-26-9826,"Wade, Benjamin ES OFC",78,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
570-04-5381,"Grabhorn, Felipe ES OFC",78,PSS,Wed - Sun,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
625-51-3192,"Bostwick, Denise ES OFC",78,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
860-33-5898,"Neal, Kathy ES SGT",78,PSS,Sat - Wed,Sergeant,LE-4,11,48.92,53.81,61.15,66.04,73.38,78.27,90.5
900-67-9549,"Sharper, Roy ES OFC",78,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
913-82-2701,"Bland, Johnie ES OFC",78,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
190-48-5212,"Weeks, Dorsey ES OFC/T",79,PSS,Mon - Fri,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
542-72-4208,"Pace, Eldridge ES OFC/T",79,PSS,Mon - Fri,Officer/Tech,LE-1T,13,48.47,53.32,60.59,65.43,72.71,77.55,89.67
567-73-2427,"Rodriguez, Tammy ES OFC/T",79,INT,Sat - Wed,Officer/Tech,LE-1T,4,33.25,36.58,41.56,44.89,49.88,53.2,61.51
644-42-8988,"Parrish, Israel ES OFC/T",79,PSS,Mon - Fri,Officer/Tech,LE-1T,13,48.47,53.32,60.59,65.43,72.71,77.55,89.67
679-24-2769,"Macdiarmid, Lowell ES OFC",79,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
769-83-2151,"Pittman, Cody ES SGT",79,PSS,Mon - Fri,Sergeant,LE-4,10,47.08,51.79,58.85,63.56,70.62,75.33,87.1
948-81-5382,"Coggsdale, Emma ES SGT/T",79,PSS,Mon - Fri,Sergeant/Tech,LE-4T,6,42.13,46.34,52.66,56.88,63.2,67.41,77.94
011-59-1092,"Tracy, Burt ES OFC",80,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
062-41-6256,"Ayers, Malik ES OFC/T",80,PSS,Wed - Sun,Officer/Tech,LE-1T,1,28.18,31,35.23,38.04,42.27,45.09,52.13
279-29-7367,"Tubby, Grace ES OFC/T",80,INT,Sat - Wed,Officer/Tech,LE-1T,2,29.87,32.86,37.34,40.32,44.81,47.79,55.26
426-90-7400,"Broussard, Reyes ES OFC",80,PSS,Mon - Fri,Officer,LE-1,3,29.77,32.75,37.22,40.19,44.66,47.64,55.08
946-08-0681,"Todd, Floyd ES OFC/T",80,INT,Sat - Wed,Officer/Tech,LE-1T,11,45.09,49.6,56.36,60.87,67.64,72.14,83.42
035-55-2576,"Randoll, Alexander ES OFC",81,INT,Sat - Wed,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
106-56-1306,"Merritt, Kraig ES LT",81,PSS,Sat - Wed,Lieutenant,LE-5,9,49.76,54.74,62.2,67.18,74.64,79.62,92.06
598-10-7920,"Pali, Martin ES OFC",81,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
659-78-0871,"Glass, Erick ES OFC/T",81,PSS,Mon - Fri,Officer/Tech,LE-1T,8,40.01,44.01,50.01,54.01,60.02,64.02,74.02
740-38-2902,"Sheehan, Danny ES OFC",81,INT,Sat - Wed,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
894-81-4210,"Wilcox, Yvonne ES OFC",81,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
237-44-7604,"Hayes, Carl ES OFC",82,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
258-43-8166,"Payes, Miles ES OFC",82,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
785-05-8672,"Sexton, Timmy ES OFC",82,PSS,Wed - Sun,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
103-88-5041,"Pepitone, Bob ES SGT",83,PSS,Mon - Fri,Sergeant,LE-4,10,47.08,51.79,58.85,63.56,70.62,75.33,87.1
230-21-1852,"Wilson, Maria ES OFC",83,PSS,Sat - Wed,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
670-80-5283,"Sauve, Connie ES OFC/T",83,INT,Sat - Wed,Officer/Tech,LE-1T,11,45.09,49.6,56.36,60.87,67.64,72.14,83.42
672-31-9824,"Hayes, Robin ES OFC",83,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
361-00-2228,"Boyer, Man ES OFC",84,INT,Sat - Wed,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
374-84-5194,"Hinton, Kendrick ES SGT",84,INT,Sat - Wed,Sergeant,LE-4,8,43.41,47.75,54.26,58.61,65.12,69.46,80.31
726-11-2701,"Hanninen, Omar ES OFC/T",84,PSS,Mon - Fri,Officer/Tech,LE-1T,9,41.7,45.87,52.13,56.3,62.55,66.72,77.15
955-51-1109,"Lyson, Santos ES OFC",84,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
129-13-2687,"Gallagher, Jude ES SGT/T",85,PSS,Mon - Fri,Sergeant/Tech,LE-4T,6,42.13,46.34,52.66,56.88,63.2,67.41,77.94
165-95-8568,"Weisberger, Sheila ES OFC",85,PSS,Mon - Fri,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
231-67-8456,"Mccoy, Carol ES SGT/T",85,PSS,Wed - Sun,Sergeant/Tech,LE-4T,7,44.07,48.48,55.09,59.49,66.11,70.51,81.53
339-81-3565,"Jordan, Jack ES OFC",85,INT,Sat - Wed,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
687-45-0654,"Bush, Tony ES OFC",85,INT,Sat - Wed,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
771-25-7280,"Dehn, Tyson ES OFC/T",85,PSS,Mon - Fri,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
790-89-1103,"Nicholson, Pauline ES OFC",85,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
038-28-6780,"Fischer, Lyman ES OFC",86,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
135-08-9268,"Shaw, Marie ES OFC/T",86,PSS,Mon - Fri,Officer/Tech,LE-1T,2,29.87,32.86,37.34,40.32,44.81,47.79,55.26
350-62-2041,"Tudor, Javier ES OFC/T",86,PSS,Sat - Wed,Officer/Tech,LE-1T,4,33.25,36.58,41.56,44.89,49.88,53.2,61.51
383-51-1360,"Locke, Steven ES OFC/T",86,PSS,Wed - Sun,Officer/Tech,LE-1T,8,40.01,44.01,50.01,54.01,60.02,64.02,74.02
388-25-8472,"Bahm, Reggie ES SGT/T",86,PSS,Mon - Fri,Sergeant/Tech,LE-4T,6,42.13,46.34,52.66,56.88,63.2,67.41,77.94
399-86-6521,"Morrison, Brian ES OFC",86,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
403-51-8254,"Mcclure, Elias ES SGT",86,PSS,Mon - Fri,Sergeant,LE-4,9,45.25,49.77,56.56,61.08,67.87,72.39,83.71
428-36-4692,"Hilton, Milo ES OFC/T",86,PSS,Mon - Fri,Officer/Tech,LE-1T,10,43.39,47.73,54.24,58.58,65.09,69.42,80.27
483-25-8650,"Sanchez, Dawn ES OFC",86,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
557-45-1378,"Flynn, Oliver ES OFC/T",86,INT,Sat - Wed,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
777-81-2985,"Ego, Johnathon ES OFC",86,PSS,Sat - Wed,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
168-21-3144,"Palmer, Alice ES OFC",87,PSS,Mon - Fri,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
386-51-8347,"Valdez, Ollie ES OFC",87,PSS,Sat - Wed,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
493-26-9182,"Graves, Louis ES OFC/T",87,PSS,Mon - Fri,Officer/Tech,LE-1T,6,36.63,40.29,45.79,49.45,54.95,58.61,67.77
547-43-9961,"Wright, Sean ES OFC",87,INT,Sat - Wed,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
788-51-4058,"Lomg, Darnell ES OFC",87,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
909-69-5965,"Uerkwitz, Adam ES OFC",87,PSS,Mon - Fri,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
914-82-6883,"Turbide, Horace ES OFC/T",87,PSS,Mon - Fri,Officer/Tech,LE-1T,8,40.01,44.01,50.01,54.01,60.02,64.02,74.02
219-47-5741,"Lugo, Margarito ES OFC",88,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
436-97-2478,"Wagner, Kathy ES OFC",88,INT,Sat - Wed,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
613-20-3123,"Demoranville, Karen ES SGT/T",88,PSS,Wed - Sun,Sergeant/Tech,LE-4T,4,38.24,42.06,47.8,51.62,57.36,61.18,70.74
117-74-7288,"Shires, Conrad ES SGT",89,PSS,Mon - Fri,Sergeant,LE-4,5,37.91,41.7,47.39,51.18,56.87,60.66,70.13
329-78-9066,"Devincentis, Conrad ES OFC",89,PSS,Mon - Fri,Officer,LE-1,12,44.13,48.54,55.16,59.57,66.19,70.6,81.63
405-28-7391,"Lafoy, Dexter ES OFC/T",89,PSS,Mon - Fri,Officer/Tech,LE-1T,13,48.47,53.32,60.59,65.43,72.71,77.55,89.67
476-19-5988,"Ogburn, Andre ES OFC/T",89,PSS,Mon - Fri,Officer/Tech,LE-1T,9,41.7,45.87,52.13,56.3,62.55,66.72,77.15
542-51-5265,"Kozyra, Fidel ES SGT",89,PSS,Wed - Sun,Sergeant,LE-4,6,39.74,43.71,49.68,53.65,59.61,63.58,73.52
655-43-0527,"Morales, Rhonda ES OFC",89,INT,Sat - Wed,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
705-73-1629,"Aungst, Israel ES OFC",89,INT,Sat - Wed,Officer,LE-1,6,34.56,38.01,43.2,46.65,51.84,55.3,63.93
748-46-0001,"Dorsey, Allison ES OFC",89,PSS,Sat - Wed,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
972-96-0585,"Stackpole, Philip ES OFC",89,PSS,Sat - Wed,Officer,LE-1,9,39.34,43.28,49.18,53.11,59.01,62.94,72.78
061-71-0708,"Began, Wilfredo ES OFC",90,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
122-75-0070,"Cunnigham, Floyd ES OFC",90,PSS,Mon - Fri,Officer,LE-1,5,32.96,36.26,41.2,44.5,49.44,52.74,60.98
181-02-2257,"Parker, Frances ES OFC",90,INT,Sat - Wed,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
197-77-1210,"Crow, Jonah ES OFC",90,INT,Sat - Wed,Officer,LE-1,7,36.15,39.77,45.19,48.8,54.23,57.85,66.88
239-16-7528,"Phipps, Russell ES OFC",90,PSS,Wed - Sun,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
246-97-0271,"Kravetsky, Megan ES OFC",90,PSS,Mon - Fri,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
666-42-3188,"Johnson, Patricia ES OFC/T",90,PSS,Mon - Fri,Officer/Tech,LE-1T,3,31.56,34.72,39.45,42.61,47.34,50.5,58.39
710-34-4099,"Lewis, Ernest ES OFC",90,INT,Sat - Wed,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
715-25-5534,"Bowman, Ann ES OFC",90,PSS,Sat - Wed,Officer,LE-1,4,31.37,34.5,39.21,42.35,47.05,50.19,58.03
830-34-8262,"Ferrell, Noe ES OFC",90,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
125-27-4254,"Harrison, Samuel ES OFC/T",91,PSS,Mon - Fri,Officer/Tech,LE-1T,8,40.01,44.01,50.01,54.01,60.02,64.02,74.02
682-63-6478,"Kemp, Craig ES OFC",91,INT,Sat - Wed,Officer,LE-1,13,45.72,50.3,57.15,61.72,68.59,73.16,84.59
744-01-1932,"Acevedo, Maxwell ES OFC",91,PSS,Mon - Fri,Officer,LE-1,8,37.75,41.52,47.18,50.96,56.62,60.39,69.83
854-37-7898,"Kubishta, Holly ES OFC",91,PSS,Mon - Fri,Officer,LE-1,2,28.18,30.99,35.22,38.04,42.47,45.29,52.33
070-00-5896,"David, Maynard ES OFC",92,PSS,Mon - Fri,Officer,LE-1,10,40.94,45.03,51.17,55.26,61.41,65.5,75.74
170-48-4795,"Guidera, Damien ES OFC",92,PSS,Sat - Wed,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
292-70-7869,"Reyna, Earle ES SGT/T",92,PSS,Wed - Sun,Sergeant/Tech,LE-4T,4,38.24,42.06,47.8,51.62,57.36,61.18,70.74
399-45-8469,"Crabtree, Foster ES SGT",92,PSS,Mon - Fri,Sergeant,LE-4,8,43.41,47.75,54.26,58.61,65.12,69.46,80.31
530-13-5308,"Brooks, Kendall ES OFC/T",92,PSS,Mon - Fri,Officer/Tech,LE-1T,4,33.25,36.58,41.56,44.89,49.88,53.2,61.51
687-19-6051,"Franks, Art ES OFC",92,PSS,Mon - Fri,Officer,LE-1,11,42.53,46.79,53.16,57.42,63.8,68.05,78.69
870-40-5876,"Padilla, Jared ES OFC",92,PSS,Mon - Fri,Officer,LE-1,1,26.58,29.24,33.23,35.88,39.87,42.53,49.17
